2,26.70000,0.00000,48.60000,0.00000
4,141.20000,0.00000,40.30000,0.00000
8,273.70000,0.00000,480.50000,0.00000
16,419.60000,0.00000,127.00000,0.00000
32,917.50000,0.00000,232.90000,0.00000
64,2058.20000,0.00000,1064.70000,0.00000
128,3743.70000,0.00000,907.40000,0.00000
256,8189.00000,0.00000,10000.40000,0.00000
512,9773.60000,0.00000,9995.60000,0.00000
