,difference,num_features,aw,bw,ab,bb,cm,epsilon,samples,simulations
187,0.5941318747312679,11.0,1.0,3.0,1.0,4.0,2.0,1.0,1000.0,1000.0
188,-1.4155702712037943,15.0,3.0,8.0,7.0,5.0,4.0,2.0,1000.0,1000.0
189,-0.4295245742937735,11.0,1.0,4.0,6.0,5.0,3.0,1.0,1000.0,1000.0
190,0.9088371234864989,15.0,2.0,3.0,3.0,6.0,1.0,2.0,1000.0,1000.0
191,0.010190060909181805,12.0,9.0,5.0,8.0,3.0,1.0,1.0,1000.0,1000.0
192,0.10242629962872823,7.0,1.0,2.0,1.0,6.0,2.0,3.0,1000.0,1000.0
193,-0.27211328463513806,6.0,2.0,4.0,9.0,5.0,2.0,1.0,1000.0,1000.0
194,-0.12457458637513015,18.0,8.0,5.0,7.0,4.0,3.0,1.0,1000.0,1000.0
195,0.33111188884873016,9.0,9.0,5.0,4.0,5.0,3.0,1.0,1000.0,1000.0
196,-2.5898171811355972,17.0,1.0,1.0,6.0,3.0,4.0,3.0,1000.0,1000.0
197,-0.05122359684467047,19.0,5.0,9.0,3.0,2.0,2.0,1.0,1000.0,1000.0
198,-1.1704921047866115,13.0,3.0,9.0,9.0,9.0,4.0,2.0,1000.0,1000.0
199,1.8183278051311895,8.0,6.0,3.0,2.0,6.0,1.0,2.0,1000.0,1000.0
200,-0.15685724328266307,9.0,9.0,6.0,6.0,9.0,2.0,1.0,1000.0,1000.0
201,-0.09323196772027012,14.0,6.0,7.0,6.0,2.0,1.0,2.0,1000.0,1000.0
202,-2.4941936524026254,9.0,9.0,8.0,9.0,6.0,3.0,3.0,1000.0,1000.0
203,0.5438406665920011,17.0,4.0,7.0,4.0,3.0,3.0,3.0,1000.0,1000.0
204,0.33295088602623907,18.0,1.0,4.0,1.0,3.0,3.0,2.0,1000.0,1000.0
205,-1.736457945943782,15.0,6.0,6.0,5.0,2.0,4.0,2.0,1000.0,1000.0
206,1.733152920996549,11.0,6.0,3.0,2.0,7.0,3.0,1.0,1000.0,1000.0
207,-0.688058584298213,7.0,3.0,7.0,3.0,3.0,2.0,3.0,1000.0,1000.0
208,-0.731333315134033,13.0,7.0,3.0,2.0,1.0,4.0,3.0,1000.0,1000.0
209,-0.380968233764489,8.0,4.0,5.0,1.0,5.0,3.0,3.0,1000.0,1000.0
210,-0.02074301704124229,10.0,2.0,6.0,4.0,3.0,2.0,2.0,1000.0,1000.0
211,1.855566424361833,7.0,4.0,1.0,2.0,9.0,2.0,1.0,1000.0,1000.0
212,1.0074140033842007,17.0,7.0,1.0,6.0,8.0,1.0,3.0,1000.0,1000.0
213,0.0018707214667615182,19.0,2.0,1.0,8.0,2.0,1.0,1.0,1000.0,1000.0
214,-0.17344391436600975,6.0,4.0,6.0,4.0,4.0,4.0,1.0,1000.0,1000.0
215,-1.385102463976994,9.0,5.0,9.0,8.0,7.0,4.0,2.0,1000.0,1000.0
216,0.20609353933752136,16.0,2.0,9.0,1.0,3.0,4.0,2.0,1000.0,1000.0
217,-2.684094981099973,18.0,3.0,3.0,8.0,2.0,4.0,3.0,1000.0,1000.0
218,-0.8931146873169573,5.0,3.0,7.0,8.0,5.0,2.0,2.0,1000.0,1000.0
219,-0.06661049519498644,10.0,7.0,3.0,9.0,4.0,2.0,2.0,1000.0,1000.0
220,0.44295313923493673,13.0,8.0,8.0,1.0,1.0,4.0,2.0,1000.0,1000.0
221,-0.3632968747646069,8.0,5.0,3.0,7.0,7.0,3.0,1.0,1000.0,1000.0
222,1.3536295893589918,6.0,8.0,8.0,2.0,8.0,3.0,1.0,1000.0,1000.0
223,-0.8023902494473397,10.0,2.0,5.0,6.0,5.0,2.0,3.0,1000.0,1000.0
224,-2.32521724990289,11.0,7.0,1.0,3.0,4.0,4.0,3.0,1000.0,1000.0
225,-0.35574967769512716,9.0,8.0,6.0,2.0,1.0,4.0,1.0,1000.0,1000.0
226,-0.403281571136969,7.0,6.0,7.0,3.0,7.0,3.0,3.0,1000.0,1000.0
227,-1.2577306590107975,8.0,5.0,4.0,9.0,3.0,2.0,2.0,1000.0,1000.0
228,-0.8031303931117193,13.0,2.0,8.0,7.0,1.0,2.0,2.0,1000.0,1000.0
229,0.9144891451824327,18.0,6.0,9.0,4.0,8.0,1.0,3.0,1000.0,1000.0
230,0.5377422937054913,19.0,5.0,3.0,2.0,8.0,4.0,3.0,1000.0,1000.0
231,-2.227036834040642,12.0,4.0,8.0,8.0,7.0,4.0,3.0,1000.0,1000.0
232,-0.34465940221796226,16.0,7.0,2.0,9.0,1.0,4.0,1.0,1000.0,1000.0
233,-1.510784686154396,18.0,2.0,5.0,8.0,6.0,4.0,2.0,1000.0,1000.0
234,-0.6155389332846041,10.0,8.0,9.0,1.0,9.0,4.0,3.0,1000.0,1000.0
235,0.5216468892573034,10.0,1.0,1.0,2.0,3.0,3.0,2.0,1000.0,1000.0
236,-1.1445538220849794,11.0,4.0,9.0,7.0,3.0,3.0,2.0,1000.0,1000.0
237,-0.1516911966422097,17.0,1.0,8.0,8.0,9.0,1.0,1.0,1000.0,1000.0
238,-0.2783563824159185,8.0,9.0,8.0,3.0,8.0,4.0,2.0,1000.0,1000.0
239,-0.9061512868012309,16.0,5.0,1.0,8.0,5.0,4.0,2.0,1000.0,1000.0
240,-0.007884316536912628,11.0,7.0,4.0,3.0,3.0,3.0,1.0,1000.0,1000.0
241,2.5020179918692342,12.0,9.0,6.0,1.0,6.0,2.0,2.0,1000.0,1000.0
242,-0.9720006690352075,19.0,2.0,8.0,7.0,8.0,4.0,3.0,1000.0,1000.0
243,-1.360998972144292,6.0,9.0,1.0,4.0,8.0,3.0,2.0,1000.0,1000.0
244,-0.2802290964605951,5.0,4.0,6.0,5.0,8.0,2.0,1.0,1000.0,1000.0
245,0.5980920885270478,11.0,7.0,9.0,5.0,2.0,1.0,2.0,1000.0,1000.0
246,0.6902210671406751,11.0,9.0,6.0,5.0,7.0,4.0,1.0,1000.0,1000.0
247,-0.015017138632292894,10.0,4.0,6.0,3.0,2.0,1.0,1.0,1000.0,1000.0
248,0.2112412442114682,10.0,2.0,8.0,5.0,6.0,2.0,2.0,1000.0,1000.0
249,-0.5625740012765644,7.0,7.0,2.0,5.0,8.0,3.0,2.0,1000.0,1000.0
250,-0.08321885290476963,18.0,2.0,8.0,7.0,1.0,2.0,1.0,1000.0,1000.0
251,-0.17088338873607362,8.0,9.0,6.0,9.0,4.0,1.0,2.0,1000.0,1000.0
252,0.07151722704855297,10.0,5.0,6.0,8.0,5.0,2.0,2.0,1000.0,1000.0
253,-1.4478929939802816,11.0,7.0,9.0,4.0,6.0,4.0,3.0,1000.0,1000.0
254,0.2595549870316093,18.0,4.0,9.0,5.0,7.0,1.0,3.0,1000.0,1000.0
255,-0.7239665504482607,17.0,9.0,9.0,6.0,6.0,4.0,2.0,1000.0,1000.0
256,-0.13392411125509274,18.0,5.0,6.0,9.0,2.0,2.0,1.0,1000.0,1000.0
257,-0.16907760407297018,18.0,1.0,3.0,7.0,5.0,2.0,2.0,1000.0,1000.0
258,-0.13640367165865308,18.0,8.0,6.0,7.0,5.0,3.0,2.0,1000.0,1000.0
259,-0.13969176214835854,6.0,6.0,8.0,1.0,6.0,2.0,3.0,1000.0,1000.0
260,-2.353416545218852,14.0,3.0,9.0,9.0,8.0,4.0,3.0,1000.0,1000.0
261,0.18592752886671465,17.0,7.0,7.0,4.0,4.0,2.0,2.0,1000.0,1000.0
262,0.8323684683839842,10.0,8.0,1.0,3.0,8.0,1.0,2.0,1000.0,1000.0
263,-0.30159666801977975,17.0,7.0,3.0,5.0,5.0,4.0,1.0,1000.0,1000.0
264,0.43863430898822203,8.0,3.0,4.0,5.0,4.0,1.0,3.0,1000.0,1000.0
265,0.8348544420300046,8.0,5.0,3.0,4.0,7.0,1.0,2.0,1000.0,1000.0
266,-0.24677043176081692,18.0,5.0,2.0,4.0,4.0,3.0,1.0,1000.0,1000.0
267,1.213590650749106,19.0,9.0,3.0,2.0,7.0,2.0,1.0,1000.0,1000.0
268,-0.13302562596432838,6.0,1.0,3.0,9.0,3.0,3.0,1.0,1000.0,1000.0
269,-0.014864671690505524,12.0,6.0,2.0,6.0,9.0,4.0,2.0,1000.0,1000.0
270,-0.25263250233147744,19.0,1.0,5.0,8.0,7.0,4.0,1.0,1000.0,1000.0
271,-0.13188630929580245,11.0,7.0,1.0,2.0,1.0,2.0,1.0,1000.0,1000.0
272,0.11214796347282426,16.0,7.0,2.0,5.0,9.0,1.0,1.0,1000.0,1000.0
273,0.3431984504858793,18.0,3.0,9.0,3.0,5.0,2.0,3.0,1000.0,1000.0
274,-1.741457532417716,12.0,8.0,6.0,9.0,1.0,3.0,2.0,1000.0,1000.0
275,1.0829188063069473,12.0,7.0,3.0,4.0,5.0,1.0,3.0,1000.0,1000.0
276,-2.519954761582682,5.0,9.0,4.0,5.0,9.0,4.0,3.0,1000.0,1000.0
277,0.9532109116199828,9.0,4.0,5.0,1.0,2.0,1.0,3.0,1000.0,1000.0
278,-0.18918659882105848,8.0,3.0,5.0,9.0,1.0,1.0,1.0,1000.0,1000.0
279,-1.9777144157969757,10.0,5.0,7.0,1.0,2.0,4.0,3.0,1000.0,1000.0
