,difference,num_features,aw,bw,ab,bb,cm,epsilon,samples,simulations
280,-1.8034551791473363,5.0,4.0,3.0,8.0,8.0,4.0,2.0,1000.0,1000.0
281,-1.2282682196379764,6.0,5.0,8.0,8.0,9.0,3.0,2.0,1000.0,1000.0
282,-0.12671186498300677,10.0,2.0,7.0,8.0,4.0,1.0,2.0,1000.0,1000.0
283,-0.055949643579448344,14.0,3.0,5.0,6.0,2.0,1.0,1.0,1000.0,1000.0
284,-0.12875529791134316,14.0,3.0,6.0,1.0,1.0,4.0,3.0,1000.0,1000.0
285,0.8198911397264597,9.0,1.0,2.0,1.0,6.0,4.0,1.0,1000.0,1000.0
286,-2.214860530332576,11.0,1.0,5.0,8.0,2.0,2.0,3.0,1000.0,1000.0
287,-0.8034054964978096,7.0,7.0,3.0,6.0,2.0,2.0,2.0,1000.0,1000.0
288,2.036716204723256,12.0,6.0,8.0,1.0,8.0,1.0,3.0,1000.0,1000.0
289,0.025170127478422705,11.0,4.0,8.0,8.0,9.0,1.0,3.0,1000.0,1000.0
290,0.4167573792065935,12.0,9.0,2.0,7.0,6.0,3.0,3.0,1000.0,1000.0
291,1.087452308003858,16.0,9.0,9.0,1.0,2.0,2.0,1.0,1000.0,1000.0
292,2.279154180101107,18.0,8.0,4.0,1.0,8.0,1.0,2.0,1000.0,1000.0
293,-0.3338764573213748,11.0,4.0,1.0,5.0,8.0,3.0,1.0,1000.0,1000.0
294,3.212553098910579,9.0,5.0,1.0,1.0,9.0,1.0,3.0,1000.0,1000.0
295,-0.15181769270020506,17.0,8.0,5.0,9.0,1.0,2.0,1.0,1000.0,1000.0
296,-1.7817401072560237,8.0,1.0,4.0,9.0,4.0,2.0,3.0,1000.0,1000.0
297,-0.10630640397097525,6.0,6.0,3.0,5.0,9.0,2.0,1.0,1000.0,1000.0
298,0.4364618232039948,5.0,8.0,5.0,4.0,9.0,2.0,2.0,1000.0,1000.0
299,-0.9499462643346139,9.0,4.0,4.0,9.0,2.0,2.0,2.0,1000.0,1000.0
300,-0.23809093838862394,11.0,5.0,4.0,7.0,6.0,1.0,1.0,1000.0,1000.0
301,0.5392439817520823,17.0,8.0,2.0,3.0,7.0,2.0,1.0,1000.0,1000.0
302,-1.0810481164398047,14.0,1.0,3.0,5.0,1.0,4.0,2.0,1000.0,1000.0
303,0.20109741384608984,10.0,9.0,9.0,9.0,6.0,2.0,3.0,1000.0,1000.0
304,0.20202953964573206,13.0,1.0,3.0,7.0,1.0,1.0,3.0,1000.0,1000.0
305,2.3298905948173427,15.0,9.0,3.0,1.0,5.0,2.0,1.0,1000.0,1000.0
306,0.22318713986005545,14.0,5.0,1.0,9.0,4.0,2.0,3.0,1000.0,1000.0
307,0.9925860879727728,18.0,6.0,8.0,4.0,3.0,2.0,2.0,1000.0,1000.0
308,-0.16873028559888464,18.0,4.0,6.0,5.0,4.0,1.0,1.0,1000.0,1000.0
309,0.42472191133127973,12.0,3.0,1.0,3.0,1.0,2.0,3.0,1000.0,1000.0
310,-2.4634632456732914,5.0,6.0,3.0,6.0,8.0,4.0,3.0,1000.0,1000.0
311,1.05776188380104,15.0,7.0,5.0,3.0,1.0,1.0,3.0,1000.0,1000.0
312,-1.8897396731908194,10.0,7.0,3.0,9.0,4.0,4.0,2.0,1000.0,1000.0
313,-2.2082326703939996,8.0,4.0,7.0,8.0,3.0,4.0,3.0,1000.0,1000.0
314,2.1464825553524345,15.0,4.0,4.0,1.0,5.0,4.0,2.0,1000.0,1000.0
315,1.764620760499451,10.0,2.0,2.0,4.0,9.0,1.0,2.0,1000.0,1000.0
316,0.08131087776078649,15.0,6.0,7.0,9.0,3.0,1.0,3.0,1000.0,1000.0
317,0.8094946112466491,7.0,4.0,9.0,1.0,6.0,1.0,1.0,1000.0,1000.0
318,0.7994830371587415,17.0,9.0,7.0,5.0,9.0,3.0,3.0,1000.0,1000.0
319,0.6785782328089089,19.0,2.0,2.0,2.0,4.0,1.0,1.0,1000.0,1000.0
320,1.2871745652932187,12.0,5.0,4.0,1.0,9.0,2.0,1.0,1000.0,1000.0
321,0.8826248836434155,19.0,9.0,8.0,4.0,7.0,4.0,2.0,1000.0,1000.0
322,-1.438938792910146,7.0,5.0,5.0,4.0,2.0,4.0,2.0,1000.0,1000.0
323,-0.5651261035115756,9.0,7.0,4.0,7.0,2.0,3.0,2.0,1000.0,1000.0
324,0.25921647377545387,13.0,6.0,4.0,8.0,8.0,2.0,2.0,1000.0,1000.0
325,-0.12345189303604479,19.0,9.0,9.0,8.0,7.0,3.0,1.0,1000.0,1000.0
326,3.390801186096637,19.0,6.0,1.0,1.0,7.0,3.0,3.0,1000.0,1000.0
327,-0.06426797509416077,19.0,7.0,9.0,7.0,1.0,1.0,3.0,1000.0,1000.0
328,0.660724897453791,5.0,5.0,4.0,5.0,9.0,1.0,2.0,1000.0,1000.0
329,-0.9852041612021626,8.0,1.0,6.0,6.0,3.0,3.0,2.0,1000.0,1000.0
330,-2.6623248203932492,7.0,4.0,3.0,4.0,1.0,4.0,3.0,1000.0,1000.0
331,0.3993845747726722,16.0,7.0,5.0,5.0,6.0,1.0,2.0,1000.0,1000.0
332,0.1316063170575999,17.0,9.0,8.0,6.0,9.0,4.0,3.0,1000.0,1000.0
333,-0.23198078084559998,7.0,6.0,8.0,3.0,1.0,3.0,1.0,1000.0,1000.0
334,0.9509006758817351,6.0,5.0,4.0,5.0,5.0,1.0,3.0,1000.0,1000.0
335,-1.0965185300649232,15.0,3.0,6.0,6.0,1.0,3.0,2.0,1000.0,1000.0
336,-1.9457994052929448,7.0,5.0,8.0,2.0,5.0,4.0,3.0,1000.0,1000.0
337,-0.02488563449707498,7.0,8.0,9.0,1.0,8.0,2.0,3.0,1000.0,1000.0
338,-0.12466112067362375,8.0,1.0,4.0,9.0,8.0,1.0,2.0,1000.0,1000.0
339,-0.15008450854188607,13.0,9.0,2.0,6.0,3.0,1.0,1.0,1000.0,1000.0
340,0.19156118310264003,12.0,3.0,6.0,6.0,8.0,1.0,2.0,1000.0,1000.0
341,-0.06974303637440536,6.0,1.0,5.0,9.0,4.0,1.0,2.0,1000.0,1000.0
342,-1.9695185448246988,7.0,6.0,5.0,7.0,8.0,3.0,3.0,1000.0,1000.0
343,0.47711989150446377,12.0,3.0,4.0,6.0,5.0,1.0,3.0,1000.0,1000.0
344,2.0961118067548776,17.0,6.0,6.0,2.0,7.0,3.0,2.0,1000.0,1000.0
345,-1.3502461691805185,8.0,5.0,8.0,8.0,2.0,4.0,2.0,1000.0,1000.0
346,-2.9342776683433134,15.0,1.0,1.0,9.0,3.0,4.0,3.0,1000.0,1000.0
347,-1.65334423291426,15.0,2.0,2.0,8.0,4.0,4.0,2.0,1000.0,1000.0
348,-2.2539587236513854,12.0,1.0,6.0,9.0,7.0,4.0,3.0,1000.0,1000.0
349,0.15580246255546243,19.0,6.0,7.0,3.0,4.0,3.0,2.0,1000.0,1000.0
350,-1.315187826036366,9.0,4.0,9.0,6.0,2.0,3.0,2.0,1000.0,1000.0
351,0.07208520599765622,15.0,6.0,5.0,8.0,3.0,2.0,3.0,1000.0,1000.0
352,0.06941674782924202,16.0,9.0,6.0,7.0,7.0,2.0,3.0,1000.0,1000.0
353,0.6590281563096473,17.0,8.0,5.0,5.0,8.0,1.0,3.0,1000.0,1000.0
354,1.027901081182349,8.0,7.0,7.0,4.0,7.0,1.0,2.0,1000.0,1000.0
355,0.12207835854826458,12.0,6.0,4.0,2.0,2.0,1.0,1.0,1000.0,1000.0
356,0.2336992556773069,14.0,6.0,2.0,3.0,7.0,3.0,2.0,1000.0,1000.0
357,-0.3092299895364411,14.0,6.0,9.0,4.0,6.0,4.0,1.0,1000.0,1000.0
358,0.21266930865744368,8.0,3.0,9.0,2.0,3.0,3.0,2.0,1000.0,1000.0
359,-0.9978328315968573,14.0,4.0,6.0,5.0,6.0,4.0,3.0,1000.0,1000.0
360,-0.2707046150724696,13.0,8.0,5.0,4.0,6.0,4.0,1.0,1000.0,1000.0
361,-0.3027958541626461,19.0,3.0,8.0,9.0,8.0,3.0,3.0,1000.0,1000.0
362,-1.136428111687203,18.0,4.0,9.0,8.0,6.0,4.0,2.0,1000.0,1000.0
363,0.9911967775108005,18.0,7.0,8.0,2.0,7.0,4.0,1.0,1000.0,1000.0
364,-0.7085962779084916,10.0,2.0,8.0,5.0,3.0,3.0,2.0,1000.0,1000.0
365,1.3466290469902014,6.0,3.0,3.0,2.0,9.0,2.0,2.0,1000.0,1000.0
366,-1.7984653201200107,14.0,9.0,5.0,9.0,2.0,4.0,2.0,1000.0,1000.0
367,-2.730800579461281,10.0,6.0,7.0,7.0,7.0,4.0,3.0,1000.0,1000.0
368,-1.5483141223632482,5.0,6.0,5.0,5.0,1.0,4.0,2.0,1000.0,1000.0
369,-3.09582634708832,7.0,7.0,1.0,6.0,7.0,4.0,3.0,1000.0,1000.0
370,1.9609648891620324,9.0,8.0,1.0,1.0,1.0,1.0,2.0,1000.0,1000.0
371,0.2153732827413626,13.0,8.0,4.0,7.0,4.0,2.0,3.0,1000.0,1000.0
372,2.612491931095898,7.0,9.0,6.0,3.0,7.0,1.0,3.0,1000.0,1000.0
373,1.3835069737669106,15.0,7.0,6.0,2.0,4.0,3.0,2.0,1000.0,1000.0
374,1.0656142411212317,14.0,5.0,2.0,5.0,9.0,1.0,3.0,1000.0,1000.0
375,-0.3528638933848398,9.0,6.0,3.0,5.0,6.0,4.0,1.0,1000.0,1000.0
376,-0.8874894789455429,12.0,9.0,5.0,2.0,1.0,3.0,3.0,1000.0,1000.0
377,-0.3139112132887026,19.0,1.0,6.0,7.0,9.0,2.0,1.0,1000.0,1000.0
378,1.4692879402539363,5.0,7.0,3.0,4.0,4.0,1.0,3.0,1000.0,1000.0
379,0.8624462010754114,17.0,2.0,2.0,5.0,8.0,2.0,3.0,1000.0,1000.0
380,0.07344779107093055,11.0,3.0,6.0,9.0,7.0,1.0,1.0,1000.0,1000.0
381,-0.35596704505002785,15.0,2.0,5.0,8.0,9.0,4.0,1.0,1000.0,1000.0
382,0.09113028486804634,9.0,5.0,8.0,2.0,6.0,3.0,3.0,1000.0,1000.0
383,-0.11787682758638414,14.0,2.0,6.0,9.0,2.0,3.0,1.0,1000.0,1000.0
384,0.3801875111274349,14.0,7.0,9.0,7.0,6.0,2.0,1.0,1000.0,1000.0
385,1.996533380358916,12.0,3.0,7.0,2.0,6.0,1.0,3.0,1000.0,1000.0
386,-0.2990783721449163,13.0,2.0,1.0,7.0,6.0,3.0,2.0,1000.0,1000.0
387,0.016342838847517825,17.0,3.0,9.0,8.0,6.0,1.0,2.0,1000.0,1000.0
388,0.029065492540628502,19.0,9.0,3.0,7.0,4.0,1.0,2.0,1000.0,1000.0
389,0.5109203627561811,12.0,3.0,4.0,2.0,3.0,1.0,1.0,1000.0,1000.0
390,-0.03228759915620533,11.0,3.0,4.0,6.0,7.0,3.0,1.0,1000.0,1000.0
391,-1.4217537050898055,14.0,3.0,5.0,6.0,7.0,4.0,3.0,1000.0,1000.0
392,0.749874247971197,18.0,6.0,2.0,5.0,9.0,1.0,2.0,1000.0,1000.0
393,0.24757555273068438,15.0,3.0,9.0,8.0,6.0,2.0,2.0,1000.0,1000.0
394,0.6663940383803905,17.0,3.0,1.0,1.0,1.0,4.0,3.0,1000.0,1000.0
395,-0.06935713353756168,8.0,2.0,9.0,3.0,5.0,2.0,1.0,1000.0,1000.0
396,0.26858482096281205,13.0,9.0,4.0,9.0,8.0,3.0,3.0,1000.0,1000.0
397,1.4263198739595875,18.0,3.0,2.0,3.0,7.0,3.0,3.0,1000.0,1000.0
398,-0.17172474452001657,17.0,6.0,4.0,8.0,6.0,3.0,1.0,1000.0,1000.0
399,2.322816528311338,19.0,4.0,5.0,2.0,6.0,2.0,3.0,1000.0,1000.0
400,-2.092775617311194,8.0,3.0,3.0,4.0,2.0,3.0,3.0,1000.0,1000.0
401,-0.19360988442224264,12.0,4.0,4.0,8.0,2.0,2.0,2.0,1000.0,1000.0
402,-1.697626302090941,8.0,3.0,1.0,9.0,6.0,4.0,2.0,1000.0,1000.0
403,0.08396824099257995,15.0,1.0,1.0,8.0,8.0,2.0,3.0,1000.0,1000.0
404,-0.591685794970549,12.0,6.0,6.0,8.0,7.0,3.0,3.0,1000.0,1000.0
405,0.14869643139582822,10.0,3.0,4.0,8.0,6.0,1.0,3.0,1000.0,1000.0
406,0.5476298264171715,15.0,4.0,2.0,9.0,5.0,1.0,3.0,1000.0,1000.0
407,-1.7709759109128422,7.0,3.0,1.0,6.0,5.0,3.0,2.0,1000.0,1000.0
408,0.12200462514986557,14.0,8.0,5.0,8.0,8.0,1.0,2.0,1000.0,1000.0
409,2.658804770175456,16.0,9.0,1.0,2.0,6.0,3.0,2.0,1000.0,1000.0
410,0.10524663726768067,15.0,6.0,9.0,3.0,9.0,1.0,1.0,1000.0,1000.0
411,1.3539955284903968,19.0,4.0,3.0,1.0,3.0,3.0,2.0,1000.0,1000.0
412,-0.07131287481518808,15.0,6.0,8.0,5.0,5.0,2.0,1.0,1000.0,1000.0
413,-0.11507852287761267,16.0,4.0,4.0,8.0,6.0,3.0,3.0,1000.0,1000.0
414,-0.011530900231232967,16.0,3.0,4.0,8.0,8.0,1.0,2.0,1000.0,1000.0
415,-0.02570879626912785,14.0,1.0,4.0,4.0,5.0,3.0,1.0,1000.0,1000.0
416,-0.8382784132793939,17.0,5.0,4.0,9.0,1.0,3.0,3.0,1000.0,1000.0
417,-0.3783431436657722,12.0,1.0,5.0,5.0,5.0,3.0,1.0,1000.0,1000.0
418,-0.4740011026988298,6.0,7.0,9.0,5.0,6.0,2.0,3.0,1000.0,1000.0
419,0.19497755050504406,8.0,9.0,5.0,1.0,6.0,3.0,3.0,1000.0,1000.0
420,0.06445777456403529,10.0,3.0,7.0,6.0,3.0,1.0,2.0,1000.0,1000.0
421,-0.8262330251714893,5.0,2.0,6.0,8.0,6.0,3.0,2.0,1000.0,1000.0
422,-0.2938263792442343,18.0,4.0,4.0,8.0,2.0,2.0,1.0,1000.0,1000.0
423,0.10958256120005089,19.0,3.0,7.0,3.0,2.0,2.0,3.0,1000.0,1000.0
424,0.7413085549544005,7.0,5.0,4.0,6.0,6.0,1.0,2.0,1000.0,1000.0
425,0.11722948577447197,10.0,6.0,1.0,2.0,1.0,2.0,2.0,1000.0,1000.0
426,-0.26565236991239416,13.0,7.0,5.0,8.0,5.0,4.0,1.0,1000.0,1000.0
427,-1.3185824960880173,14.0,8.0,4.0,5.0,4.0,4.0,3.0,1000.0,1000.0
428,0.2874636125161188,12.0,6.0,7.0,7.0,4.0,1.0,2.0,1000.0,1000.0
429,0.0307291274134154,16.0,8.0,1.0,4.0,3.0,4.0,1.0,1000.0,1000.0
430,1.1354219496235525,14.0,5.0,4.0,3.0,5.0,3.0,2.0,1000.0,1000.0
431,-1.6772767682599867,5.0,1.0,7.0,3.0,9.0,4.0,3.0,1000.0,1000.0
432,-0.3129599296748722,10.0,8.0,4.0,7.0,3.0,2.0,3.0,1000.0,1000.0
433,-0.11638807322717275,14.0,7.0,4.0,3.0,2.0,3.0,1.0,1000.0,1000.0
434,0.4788941041416517,5.0,3.0,4.0,1.0,5.0,4.0,1.0,1000.0,1000.0
435,1.0309848751414412,8.0,2.0,3.0,1.0,7.0,1.0,2.0,1000.0,1000.0
436,0.13088580296942598,5.0,3.0,5.0,3.0,4.0,1.0,3.0,1000.0,1000.0
437,-2.4367804772818964,5.0,3.0,4.0,9.0,7.0,3.0,3.0,1000.0,1000.0
438,-0.031842915633899176,13.0,9.0,8.0,9.0,3.0,2.0,2.0,1000.0,1000.0
439,0.8116226289518311,10.0,2.0,1.0,3.0,6.0,4.0,2.0,1000.0,1000.0
440,1.5889955057765,6.0,8.0,9.0,1.0,4.0,2.0,2.0,1000.0,1000.0
441,-0.32723470977027014,8.0,7.0,1.0,6.0,2.0,4.0,1.0,1000.0,1000.0
442,-0.2807413458097375,6.0,4.0,4.0,9.0,7.0,2.0,1.0,1000.0,1000.0
443,1.443912041330774,11.0,6.0,1.0,4.0,5.0,1.0,2.0,1000.0,1000.0
444,0.25144698946489213,11.0,3.0,2.0,2.0,7.0,4.0,3.0,1000.0,1000.0
445,1.1867140301493808,19.0,8.0,7.0,1.0,2.0,3.0,2.0,1000.0,1000.0
446,-0.07811986188421816,13.0,4.0,7.0,7.0,4.0,2.0,1.0,1000.0,1000.0
447,-0.3463168826759096,15.0,7.0,9.0,7.0,7.0,2.0,2.0,1000.0,1000.0
448,-0.3252701864698913,19.0,4.0,5.0,4.0,4.0,2.0,1.0,1000.0,1000.0
449,-0.3559658601847589,6.0,3.0,8.0,7.0,8.0,4.0,1.0,1000.0,1000.0
450,1.3517111438256628,10.0,8.0,7.0,1.0,6.0,3.0,1.0,1000.0,1000.0
451,-0.45519461893281293,15.0,7.0,4.0,9.0,8.0,4.0,1.0,1000.0,1000.0
452,0.47459333222397143,6.0,7.0,5.0,8.0,6.0,1.0,2.0,1000.0,1000.0
453,-0.9676899146685171,9.0,2.0,7.0,9.0,8.0,3.0,2.0,1000.0,1000.0
454,-0.13593330126530404,17.0,1.0,9.0,8.0,9.0,1.0,1.0,1000.0,1000.0
455,0.046767629834125295,11.0,1.0,7.0,1.0,2.0,2.0,2.0,1000.0,1000.0
456,0.13357969187672616,7.0,4.0,1.0,8.0,9.0,1.0,2.0,1000.0,1000.0
457,-2.4045884940657345,8.0,6.0,9.0,6.0,8.0,4.0,3.0,1000.0,1000.0
458,0.6087162839455914,5.0,3.0,5.0,4.0,4.0,1.0,2.0,1000.0,1000.0
459,0.9760244843537876,19.0,2.0,5.0,1.0,7.0,3.0,3.0,1000.0,1000.0
460,3.7778994936378356,14.0,6.0,1.0,1.0,6.0,2.0,3.0,1000.0,1000.0
461,-0.2274550007858455,19.0,4.0,9.0,6.0,5.0,1.0,1.0,1000.0,1000.0
462,0.5506054354474283,9.0,6.0,3.0,7.0,6.0,2.0,3.0,1000.0,1000.0
463,1.777178982216389,7.0,9.0,4.0,4.0,9.0,1.0,3.0,1000.0,1000.0
464,0.6022431802236101,9.0,6.0,6.0,8.0,7.0,1.0,2.0,1000.0,1000.0
465,1.180171861528874,9.0,4.0,2.0,5.0,5.0,1.0,3.0,1000.0,1000.0
466,0.14408543766254545,11.0,9.0,5.0,8.0,6.0,2.0,2.0,1000.0,1000.0
467,-2.259033087372277,14.0,5.0,5.0,8.0,1.0,3.0,3.0,1000.0,1000.0
468,-0.6657473859941018,9.0,6.0,3.0,9.0,4.0,2.0,2.0,1000.0,1000.0
469,1.2438680902242234,17.0,7.0,7.0,1.0,9.0,3.0,1.0,1000.0,1000.0
470,-0.06111217018163735,15.0,2.0,4.0,3.0,6.0,3.0,1.0,1000.0,1000.0
471,-0.03722617531620146,18.0,4.0,6.0,5.0,9.0,2.0,1.0,1000.0,1000.0
472,1.4608909821018807,19.0,4.0,4.0,2.0,5.0,2.0,3.0,1000.0,1000.0
473,0.002990562541158507,14.0,9.0,2.0,2.0,2.0,3.0,3.0,1000.0,1000.0
474,1.343199524910423,18.0,9.0,6.0,4.0,5.0,3.0,3.0,1000.0,1000.0
475,0.7943533263439613,11.0,9.0,9.0,4.0,3.0,2.0,3.0,1000.0,1000.0
476,-1.595068261401261,10.0,9.0,4.0,7.0,5.0,3.0,2.0,1000.0,1000.0
477,-0.18205079986590506,19.0,6.0,9.0,5.0,2.0,3.0,1.0,1000.0,1000.0
478,-0.1739635305362368,9.0,7.0,8.0,5.0,3.0,2.0,3.0,1000.0,1000.0
479,-0.32748564710660005,5.0,3.0,7.0,6.0,6.0,4.0,1.0,1000.0,1000.0
480,0.07178990609731906,16.0,8.0,7.0,6.0,3.0,1.0,1.0,1000.0,1000.0
481,2.0707156278731436,11.0,6.0,4.0,2.0,7.0,1.0,2.0,1000.0,1000.0
482,-0.16080649851620857,9.0,5.0,3.0,7.0,5.0,1.0,1.0,1000.0,1000.0
483,-0.7540056449374254,7.0,1.0,6.0,5.0,8.0,3.0,2.0,1000.0,1000.0
484,-0.49249028084126695,11.0,8.0,2.0,5.0,6.0,4.0,1.0,1000.0,1000.0
485,0.3453703534961127,19.0,1.0,1.0,6.0,2.0,3.0,3.0,1000.0,1000.0
486,-0.02622884864038268,17.0,6.0,4.0,6.0,6.0,3.0,2.0,1000.0,1000.0
487,-0.028005980535723757,7.0,2.0,7.0,8.0,3.0,1.0,3.0,1000.0,1000.0
488,0.5917960011734513,7.0,7.0,2.0,2.0,3.0,1.0,2.0,1000.0,1000.0
489,1.3110698294902239,15.0,9.0,4.0,1.0,2.0,3.0,2.0,1000.0,1000.0
490,-0.14466791331044432,18.0,2.0,9.0,6.0,5.0,1.0,2.0,1000.0,1000.0
491,1.3035452612152627,18.0,2.0,2.0,2.0,5.0,3.0,3.0,1000.0,1000.0
492,-0.17260773757508435,11.0,3.0,8.0,8.0,8.0,3.0,1.0,1000.0,1000.0
493,0.13221354549172865,9.0,7.0,7.0,4.0,4.0,2.0,2.0,1000.0,1000.0
494,-0.12810739290158768,9.0,4.0,5.0,8.0,1.0,1.0,1.0,1000.0,1000.0
495,-0.9219331183481143,10.0,9.0,7.0,3.0,4.0,4.0,3.0,1000.0,1000.0
496,0.5116414568024601,5.0,5.0,7.0,1.0,9.0,3.0,2.0,1000.0,1000.0
497,2.086850759176478,15.0,9.0,5.0,1.0,7.0,3.0,2.0,1000.0,1000.0
498,0.1217253188347571,5.0,4.0,7.0,7.0,9.0,1.0,2.0,1000.0,1000.0
499,0.6388141564795081,16.0,5.0,4.0,5.0,1.0,1.0,3.0,1000.0,1000.0
