0.025,UCB,1,3
0.155,CT,1,3
0.155,T,1,3
0.025,UCB,1,3
0.025,CT,1,3
0.155,T,1,3
0.025,UCB,1,3
0.0175,CT,1,3
0.155,T,1,3
0.025,UCB,1,3
0.18,CT,1,3
0.18,T,1,3
0.025,UCB,1,3
0.18,CT,1,3
0.18,T,1,3
0.025,UCB,1,3
0.025,CT,1,3
0.0,T,1,3
0.025,UCB,1,3
0.1625,CT,1,3
0.0175,T,1,3
0.025,UCB,1,3
0.025,CT,1,3
0.0175,T,1,3
0.025,UCB,1,3
0.0,CT,1,3
0.18,T,1,3
0.025,UCB,1,3
0.1625,CT,1,3
0.0175,T,1,3
0.025,UCB,1,3
0.025,CT,1,3
0.025,T,1,3
0.025,UCB,1,3
0.18,CT,1,3
0.155,T,1,3
0.025,UCB,1,3
0.18,CT,1,3
0.025,T,1,3
0.025,UCB,1,3
0.1625,CT,1,3
0.0175,T,1,3
0.025,UCB,1,3
0.0175,CT,1,3
0.0,T,1,3
0.025,UCB,1,3
0.025,CT,1,3
0.0175,T,1,3
0.025,UCB,1,3
0.155,CT,1,3
0.1625,T,1,3
0.025,UCB,1,3
0.1625,CT,1,3
0.0175,T,1,3
0.025,UCB,1,3
0.1625,CT,1,3
0.025,T,1,3
0.025,UCB,1,3
0.025,CT,1,3
0.025,T,1,3
0.025,UCB,1,3
0.0,CT,1,3
0.18,T,1,3
0.025,UCB,1,3
0.025,CT,1,3
0.1625,T,1,3
0.025,UCB,1,3
0.155,CT,1,3
0.155,T,1,3
0.025,UCB,1,3
0.1625,CT,1,3
0.0175,T,1,3
0.025,UCB,1,3
0.0,CT,1,3
0.155,T,1,3
0.025,UCB,1,3
0.18,CT,1,3
0.0,T,1,3
0.025,UCB,1,3
0.025,CT,1,3
0.0,T,1,3
0.025,UCB,1,3
0.0,CT,1,3
0.025,T,1,3
0.025,UCB,1,3
0.155,CT,1,3
0.025,T,1,3
0.025,UCB,1,3
0.155,CT,1,3
0.025,T,1,3
0.025,UCB,1,3
0.1625,CT,1,3
0.1625,T,1,3
0.025,UCB,1,3
0.025,CT,1,3
0.0175,T,1,3
0.025,UCB,1,3
0.155,CT,1,3
0.155,T,1,3
0.025,UCB,1,3
0.025,CT,1,3
0.0,T,1,3
0.025,UCB,1,3
0.0175,CT,1,3
0.025,T,1,3
0.025,UCB,1,3
0.0,CT,1,3
0.18,T,1,3
0.025,UCB,1,3
0.025,CT,1,3
0.1625,T,1,3
0.025,UCB,1,3
0.025,CT,1,3
0.155,T,1,3
0.025,UCB,1,3
0.155,CT,1,3
0.1625,T,1,3
0.025,UCB,1,3
0.025,CT,1,3
0.18,T,1,3
0.025,UCB,1,3
0.0175,CT,1,3
0.0175,T,1,3
0.025,UCB,1,3
0.18,CT,1,3
0.155,T,1,3
0.025,UCB,1,3
0.155,CT,1,3
0.18,T,1,3
0.025,UCB,1,3
0.1625,CT,1,3
0.025,T,1,3
0.025,UCB,1,3
0.0175,CT,1,3
0.18,T,1,3
0.025,UCB,1,3
0.155,CT,1,3
0.1625,T,1,3
0.025,UCB,1,3
0.1625,CT,1,3
0.0175,T,1,3
0.025,UCB,1,3
0.0175,CT,1,3
0.0,T,1,3
0.025,UCB,1,3
0.0,CT,1,3
0.1625,T,1,3
0.025,UCB,1,3
0.18,CT,1,3
0.0175,T,1,3
0.025,UCB,1,3
0.0,CT,1,3
0.155,T,1,3
0.025,UCB,1,3
0.18,CT,1,3
0.155,T,1,3
0.025,UCB,1,3
0.025,CT,1,3
0.18,T,1,3
0.025,UCB,1,3
0.025,CT,1,3
0.18,T,1,3
0.025,UCB,1,3
0.0,CT,1,3
0.0175,T,1,3
0.025,UCB,1,3
0.025,CT,1,3
0.025,T,1,3
0.025,UCB,1,3
0.0175,CT,1,3
0.1625,T,1,3
0.025,UCB,1,3
0.155,CT,1,3
0.18,T,1,3
0.025,UCB,1,3
